"DiagnosisCode","Year","Diagnoses","Treat.and.Release","Patient.Admitted","CCSR for ICD-10-CM Body System"
"NVS","2019","NVS003: Oth specified CNS infection & poliomyelitis",22,NA,"Diseases of the nervous system"
"NVS","2019","NVS017: Nerve and nerve root disorders",4448,134,"Diseases of the nervous system"
"NVS","2019","NVS018: Myopathies",114,220,"Diseases of the nervous system"
"NVS","2020","NVS001: Meningitis",85,346,"Diseases of the nervous system"
"NVS","2020","NVS002: Encephalitis",18,152,"Diseases of the nervous system"
"NVS","2020","NVS003: Oth specified CNS infection & poliomyelitis",16,NA,"Diseases of the nervous system"
"NVS","2016","NVS006: Oth hereditary/degen nerv system conditions",708,144,"Diseases of the nervous system"
"NVS","2016","NVS007: Cerebral palsy",64,NA,"Diseases of the nervous system"
"NVS","2016","NVS008: Paralysis (other than cerebral palsy)",270,124,"Diseases of the nervous system"
"NVS","2016","NVS009: Epilepsy; convulsions",19013,3156,"Diseases of the nervous system"
"NVS","2016","NVS010: Headache; including migraine",66150,1027,"Diseases of the nervous system"
"NVS","2019","NVS015: Polyneuropathies",872,284,"Diseases of the nervous system"
"NVS","2019","NVS016: Sleep wake disorders",1378,34,"Diseases of the nervous system"
"NVS","2016","NVS005: Multiple sclerosis",397,368,"Diseases of the nervous system"
"NVS","2016","NVS003: Oth specified CNS infection & poliomyelitis",37,NA,"Diseases of the nervous system"
"NVS","2016","NVS004: Parkinson`s disease",291,124,"Diseases of the nervous system"
"PNL","2018","PNL012: Neonatal digestive and feeding disorders",488,52,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL002: Short gestation; low birth weight",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL001: Liveborn",22,56,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL007: Hemolytic jaundice and perinatal jaundice",663,270,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL008: Birth trauma",25,NA,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL009: Perinatal infections",257,262,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL010: Newborn affected by maternal conditions",74,NA,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL011: Hemorrhagic/hematologic disorders of newborn",125,NA,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL002: Short gestation; low birth weight",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL003: Neonatal acidemia and hypoxia",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL004: Neonatal cerebral disorders",NA,17,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL005: Respiratory distress syndrome",15,NA,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL006: Respiratory perinatal condition",194,57,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL003: Neonatal acidemia and hypoxia",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL004: Neonatal cerebral disorders",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL005: Respiratory distress syndrome",20,NA,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL014: Neonatal abstinence syndrome",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL015: Fetal alcohol syndrome",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL003: Neonatal acidemia and hypoxia",11,NA,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL004: Neonatal cerebral disorders",NA,19,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL001: Liveborn",20,26,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL015: Fetal alcohol syndrome",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL002: Short gestation; low birth weight",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL003: Neonatal acidemia and hypoxia",21,NA,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL004: Neonatal cerebral disorders",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL005: Respiratory distress syndrome",16,NA,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL006: Respiratory perinatal condition",184,102,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL007: Hemolytic jaundice and perinatal jaundice",563,244,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL008: Birth trauma",26,NA,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL009: Perinatal infections",126,198,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL006: Respiratory perinatal condition",202,85,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL012: Neonatal digestive and feeding disorders",385,33,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL013: Oth perinatal conditions",458,179,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL014: Neonatal abstinence syndrome",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL015: Fetal alcohol syndrome",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL005: Respiratory distress syndrome",19,NA,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL013: Oth perinatal conditions",732,222,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL014: Neonatal abstinence syndrome",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2018","PNL015: Fetal alcohol syndrome",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL010: Newborn affected by maternal conditions",68,NA,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL011: Hemorrhagic/hematologic disorders of newborn",119,NA,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL012: Neonatal digestive and feeding disorders",518,79,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL013: Oth perinatal conditions",708,297,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL001: Liveborn",39,49,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL002: Short gestation; low birth weight",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL012: Neonatal digestive and feeding disorders",555,59,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL013: Oth perinatal conditions",663,238,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL005: Respiratory distress syndrome",17,NA,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL006: Respiratory perinatal condition",217,121,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL007: Hemolytic jaundice and perinatal jaundice",764,273,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL008: Birth trauma",32,NA,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL009: Perinatal infections",198,257,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL010: Newborn affected by maternal conditions",51,NA,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL007: Hemolytic jaundice and perinatal jaundice",727,209,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL008: Birth trauma",26,NA,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL009: Perinatal infections",217,269,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL010: Newborn affected by maternal conditions",49,NA,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL011: Hemorrhagic/hematologic disorders of newborn",107,NA,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL011: Hemorrhagic/hematologic disorders of newborn",90,NA,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL001: Liveborn",20,34,"Certain conditions originating in the perinatal period"
"PNL","2017","PNL014: Neonatal abstinence syndrome",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL001: Liveborn",44,55,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL004: Neonatal cerebral disorders",NA,12,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL006: Respiratory perinatal condition",219,65,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL007: Hemolytic jaundice and perinatal jaundice",658,168,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL008: Birth trauma",30,NA,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL009: Perinatal infections",206,260,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL011: Hemorrhagic/hematologic disorders of newborn",112,NA,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL012: Neonatal digestive and feeding disorders",537,58,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL013: Oth perinatal conditions",706,212,"Certain conditions originating in the perinatal period"
"PNL","2020","PNL010: Newborn affected by maternal conditions",39,NA,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL015: Fetal alcohol syndrome",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL002: Short gestation; low birth weight",12,NA,"Certain conditions originating in the perinatal period"
"PNL","2016","PNL003: Neonatal acidemia and hypoxia",NA,NA,"Certain conditions originating in the perinatal period"
"PNL","2019","PNL014: Neonatal abstinence syndrome",NA,NA,"Certain conditions originating in the perinatal period"
"PRG","2018","PRG008: Supervision of high-risk pregnancy",310,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG002: Gestational weeks",211,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG003: Spontaneous abortion and complications",4005,142,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG004: Induced abortion and complications",40,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG001: Antenatal screening",52,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG006: Molar pregnancy/abnorm product of conception",771,66,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG007: Complications after ectopic/molar pregnancy",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG008: Supervision of high-risk pregnancy",255,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG005: Ectopic pregnancy and complications",768,145,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG007: Complications after ectopic/molar pregnancy",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG006: Molar pregnancy/abnorm product of conception",769,60,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG012: Multiple gestation",69,24,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG013: Maternal care related to fetal conditions",930,245,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG009: Early/first/unspecified trimester hemorrhage",11317,15,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG010: Hemorrhage after first trimester",716,53,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG011: Early or threatened labor",2424,1035,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG012: Multiple gestation",93,22,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG013: Maternal care related to fetal conditions",874,223,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG001: Antenatal screening",36,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG002: Gestational weeks",34,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG003: Spontaneous abortion and complications",4257,117,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG004: Induced abortion and complications",51,11,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG005: Ectopic pregnancy and complications",837,126,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG001: Antenatal screening",27,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG002: Gestational weeks",16,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG003: Spontaneous abortion and complications",3975,156,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG004: Induced abortion and complications",63,14,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG005: Ectopic pregnancy and complications",818,117,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG006: Molar pregnancy/abnorm product of conception",637,57,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG007: Complications after ectopic/molar pregnancy",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG008: Supervision of high-risk pregnancy",178,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG009: Early/first/unspecified trimester hemorrhage",11109,16,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG010: Hemorrhage after first trimester",686,27,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG011: Early or threatened labor",2158,915,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG012: Multiple gestation",84,13,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG013: Maternal care related to fetal conditions",752,246,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG009: Early/first/unspecified trimester hemorrhage",10997,11,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG010: Hemorrhage after first trimester",595,46,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG011: Early or threatened labor",2921,985,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG012: Multiple gestation",79,31,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG013: Maternal care related to fetal conditions",765,179,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG001: Antenatal screening",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG002: Gestational weeks",12,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG003: Spontaneous abortion and complications",3345,126,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG004: Induced abortion and complications",52,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG005: Ectopic pregnancy and complications",861,98,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG006: Molar pregnancy/abnorm product of conception",573,54,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG007: Complications after ectopic/molar pregnancy",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG008: Supervision of high-risk pregnancy",94,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG009: Early/first/unspecified trimester hemorrhage",8420,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG010: Hemorrhage after first trimester",691,28,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG011: Early or threatened labor",2557,733,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG001: Antenatal screening",208,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG002: Gestational weeks",189,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG003: Spontaneous abortion and complications",4475,131,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG004: Induced abortion and complications",53,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG005: Ectopic pregnancy and complications",811,145,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG006: Molar pregnancy/abnorm product of conception",983,52,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG007: Complications after ectopic/molar pregnancy",12,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG008: Supervision of high-risk pregnancy",137,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG009: Early/first/unspecified trimester hemorrhage",12639,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG010: Hemorrhage after first trimester",538,15,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG011: Early or threatened labor",1177,440,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG012: Multiple gestation",66,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG013: Maternal care related to fetal conditions",565,118,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG014: Polyhydramnios; oth amniotic cavity problems",40,114,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG015: Obstetric history affecting pregnancy care",12,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG016: Previous C-section",NA,338,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG017: Maternal care for pelvic organ abnormality",325,29,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG018: Maternal care related to placenta disorders",157,80,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG019: Diabetes complicating pregnancy/birth",130,154,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG020: Hypertension complicating pregnancy/birth",417,521,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG021: Maternal intrauterine infection",NA,56,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG022: Prolonged pregnancy",17,222,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG023: Complications specified during childbirth",305,1210,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG024: Malposition/oth labor complications",173,649,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG025: Anesthesia complications during pregnancy",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG026: OB-related trauma to perineum and vulva",NA,614,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG027: Complication specified during the puerperium",2318,530,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG028: Other specified complications in pregnancy",33972,1283,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG029: Uncomplicated pregnancy/delivery/puerperium",1058,573,"Pregnancy, childbirth and the puerperium"
"PRG","2016","PRG030: Maternal outcome of delivery",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG018: Maternal care related to placenta disorders",137,93,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG014: Polyhydramnios; oth amniotic cavity problems",48,124,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG015: Obstetric history affecting pregnancy care",18,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG016: Previous C-section",17,385,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG017: Maternal care for pelvic organ abnormality",286,23,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG018: Maternal care related to placenta disorders",135,110,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG019: Diabetes complicating pregnancy/birth",163,226,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG020: Hypertension complicating pregnancy/birth",626,780,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG021: Maternal intrauterine infection",NA,68,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG022: Prolonged pregnancy",23,783,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG023: Complications specified during childbirth",257,1637,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG024: Malposition/oth labor complications",287,773,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG025: Anesthesia complications during pregnancy",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG026: OB-related trauma to perineum and vulva",NA,1023,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG027: Complication specified during the puerperium",2164,524,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG028: Other specified complications in pregnancy",32285,1195,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG029: Uncomplicated pregnancy/delivery/puerperium",936,1305,"Pregnancy, childbirth and the puerperium"
"PRG","2017","PRG030: Maternal outcome of delivery",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG018: Maternal care related to placenta disorders",94,85,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG014: Polyhydramnios; oth amniotic cavity problems",126,163,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG015: Obstetric history affecting pregnancy care",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG016: Previous C-section",33,601,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG017: Maternal care for pelvic organ abnormality",322,21,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG018: Maternal care related to placenta disorders",148,114,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG019: Diabetes complicating pregnancy/birth",210,244,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG020: Hypertension complicating pregnancy/birth",772,1030,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG021: Maternal intrauterine infection",NA,63,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG022: Prolonged pregnancy",38,780,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG023: Complications specified during childbirth",204,1955,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG024: Malposition/oth labor complications",420,1105,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG025: Anesthesia complications during pregnancy",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG026: OB-related trauma to perineum and vulva",NA,1953,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG027: Complication specified during the puerperium",2320,489,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG028: Other specified complications in pregnancy",34561,1314,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG029: Uncomplicated pregnancy/delivery/puerperium",1123,1619,"Pregnancy, childbirth and the puerperium"
"PRG","2018","PRG030: Maternal outcome of delivery",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG014: Polyhydramnios; oth amniotic cavity problems",138,108,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG015: Obstetric history affecting pregnancy care",13,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG016: Previous C-section",34,497,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG017: Maternal care for pelvic organ abnormality",255,26,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG030: Maternal outcome of delivery",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG014: Polyhydramnios; oth amniotic cavity problems",117,76,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG019: Diabetes complicating pregnancy/birth",151,212,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG020: Hypertension complicating pregnancy/birth",724,895,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG021: Maternal intrauterine infection",NA,32,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG022: Prolonged pregnancy",11,318,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG023: Complications specified during childbirth",201,1729,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG024: Malposition/oth labor complications",298,768,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG025: Anesthesia complications during pregnancy",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG026: OB-related trauma to perineum and vulva",NA,1089,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG027: Complication specified during the puerperium",2366,494,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG028: Other specified complications in pregnancy",32913,1240,"Pregnancy, childbirth and the puerperium"
"PRG","2019","PRG029: Uncomplicated pregnancy/delivery/puerperium",1196,1679,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG025: Anesthesia complications during pregnancy",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG026: OB-related trauma to perineum and vulva",NA,679,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG015: Obstetric history affecting pregnancy care",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG016: Previous C-section",NA,432,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG017: Maternal care for pelvic organ abnormality",187,24,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG030: Maternal outcome of delivery",NA,NA,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG022: Prolonged pregnancy",14,422,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG019: Diabetes complicating pregnancy/birth",113,231,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG020: Hypertension complicating pregnancy/birth",846,831,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG021: Maternal intrauterine infection",NA,32,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG023: Complications specified during childbirth",188,1690,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG024: Malposition/oth labor complications",155,767,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG029: Uncomplicated pregnancy/delivery/puerperium",943,1277,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG027: Complication specified during the puerperium",1960,460,"Pregnancy, childbirth and the puerperium"
"PRG","2020","PRG028: Other specified complications in pregnancy",24461,1188,"Pregnancy, childbirth and the puerperium"
"RSP","2017","RSP002: Pneumonia",18675,9547,"Diseases of the respiratory system"
"RSP","2016","RSP002: Pneumonia",21615,13980,"Diseases of the respiratory system"
"RSP","2016","RSP001: Sinusitis",8854,89,"Diseases of the respiratory system"
"RSP","2017","RSP001: Sinusitis",7943,97,"Diseases of the respiratory system"
"RSP","2017","RSP015: Mediastinal disorders",22,13,"Diseases of the respiratory system"
"RSP","2017","RSP016: Oth lower respiratory disease",2634,678,"Diseases of the respiratory system"
"RSP","2017","RSP017: Postproc respiratory system complication",616,338,"Diseases of the respiratory system"
"RSP","2020","RSP004: Acute and chronic tonsillitis",3230,170,"Diseases of the respiratory system"
"RSP","2018","RSP001: Sinusitis",7328,94,"Diseases of the respiratory system"
"RSP","2018","RSP002: Pneumonia",18863,13203,"Diseases of the respiratory system"
"RSP","2018","RSP003: Influenza",17363,2940,"Diseases of the respiratory system"
"RSP","2018","RSP004: Acute and chronic tonsillitis",5232,304,"Diseases of the respiratory system"
"RSP","2018","RSP005: Acute bronchitis",30080,2632,"Diseases of the respiratory system"
"RSP","2018","RSP006: Other specified upper respiratory infections",95632,767,"Diseases of the respiratory system"
"RSP","2016","RSP003: Influenza",18619,2262,"Diseases of the respiratory system"
"RSP","2016","RSP004: Acute and chronic tonsillitis",5300,298,"Diseases of the respiratory system"
"RSP","2016","RSP005: Acute bronchitis",40260,2665,"Diseases of the respiratory system"
"RSP","2016","RSP006: Other specified upper respiratory infections",101089,784,"Diseases of the respiratory system"
"RSP","2016","RSP007: Oth upper respiratory disease",3167,129,"Diseases of the respiratory system"
"RSP","2016","RSP008: COPD and bronchiectasis",12599,7723,"Diseases of the respiratory system"
"RSP","2016","RSP009: Asthma",25716,2905,"Diseases of the respiratory system"
"RSP","2016","RSP010: Aspiration pneumonitis",235,2777,"Diseases of the respiratory system"
"RSP","2016","RSP011: Pleurisy/pleural effusion/pulmonary collapse",3400,1224,"Diseases of the respiratory system"
"RSP","2016","RSP012: Respiratory failure; insufficiency; arrest",1678,8572,"Diseases of the respiratory system"
"RSP","2016","RSP013: Lung disease due to external agents",157,63,"Diseases of the respiratory system"
"RSP","2016","RSP014: Pneumothorax",302,464,"Diseases of the respiratory system"
"RSP","2016","RSP015: Mediastinal disorders",20,NA,"Diseases of the respiratory system"
"RSP","2016","RSP016: Oth lower respiratory disease",3117,788,"Diseases of the respiratory system"
"RSP","2016","RSP017: Postproc respiratory system complication",532,327,"Diseases of the respiratory system"
"RSP","2019","RSP004: Acute and chronic tonsillitis",4967,250,"Diseases of the respiratory system"
"RSP","2019","RSP005: Acute bronchitis",29572,2747,"Diseases of the respiratory system"
"RSP","2019","RSP006: Other specified upper respiratory infections",97868,750,"Diseases of the respiratory system"
"RSP","2017","RSP003: Influenza",16609,2118,"Diseases of the respiratory system"
"RSP","2017","RSP004: Acute and chronic tonsillitis",4706,287,"Diseases of the respiratory system"
"RSP","2017","RSP005: Acute bronchitis",33693,2546,"Diseases of the respiratory system"
"RSP","2017","RSP006: Other specified upper respiratory infections",96908,856,"Diseases of the respiratory system"
"RSP","2017","RSP007: Oth upper respiratory disease",3032,126,"Diseases of the respiratory system"
"RSP","2017","RSP008: COPD and bronchiectasis",11958,9340,"Diseases of the respiratory system"
"RSP","2017","RSP009: Asthma",22686,2761,"Diseases of the respiratory system"
"RSP","2017","RSP010: Aspiration pneumonitis",258,2637,"Diseases of the respiratory system"
"RSP","2017","RSP011: Pleurisy/pleural effusion/pulmonary collapse",3000,1104,"Diseases of the respiratory system"
"RSP","2017","RSP012: Respiratory failure; insufficiency; arrest",1465,9227,"Diseases of the respiratory system"
"RSP","2017","RSP013: Lung disease due to external agents",86,68,"Diseases of the respiratory system"
